id,asset,milestone_year,investment_integer_storage_energy,capacity_storage_energy,investment_limit_storage_energy,solution
1,NL_Battery,2030,false,10.0,,0.0
2,BE_Battery,2030,false,10.0,,20.67734639106202
3,DE_Battery,2030,false,10.0,,370.14644335854905
4,FR_Battery,2030,false,10.0,,400.30568926371
5,LU_Battery,2030,false,10.0,,1.7407191590794355
6,CH_Battery,2030,false,10.0,,35.12479411741144
7,UK_Battery,2030,false,10.0,,298.66582343510015
8,DK_Battery,2030,false,10.0,,0.0
9,NO_Battery,2030,false,10.0,,0.0
10,IE_Battery,2030,false,10.0,,0.0
11,SE_Battery,2030,false,10.0,,0.0
12,AT_Battery,2030,false,10.0,,0.0
13,CZ_Battery,2030,false,10.0,,44.30839363227509
14,PL_Battery,2030,false,10.0,,8.686877876981452
15,ES_Battery,2030,false,10.0,,223.7048472091604
16,IT_Battery,2030,false,10.0,,149.32306355463805
17,LT_Battery,2030,false,10.0,,66.9417310532422
18,FI_Battery,2030,false,10.0,,18.26924704499597
19,SI_Battery,2030,false,10.0,,0.0
20,HU_Battery,2030,false,10.0,,0.0
21,SK_Battery,2030,false,10.0,,19.696290729220287
22,PT_Battery,2030,false,10.0,,62.909830478726875
23,HR_Battery,2030,false,10.0,,0.0
24,RO_Battery,2030,false,10.0,,19.74790465643833
25,GR_Battery,2030,false,10.0,,0.0
26,LV_Battery,2030,false,10.0,,0.0
27,EE_Battery,2030,false,10.0,,0.0
28,MT_Battery,2030,false,10.0,,213.21677640990166
29,CY_Battery,2030,false,10.0,,0.0
30,BG_Battery,2030,false,10.0,,47.862522763178625
